Village,Sex Ratio,Total Household,Excluded Household,Included household,Deprived Household,Zero Deprived Household,Household Owing Land,"Households with any member earning more than Rs. 10,000 p.m",Households with three or more rooms with pucca walls and pucca roof,Households owning 2.5 acres or more irrigated land with at least one irrigation equipment,Household owning 5 acres or more land irrigated for two or more crop seasons,Households owning 7.5 acres or more land with at least one irrigation equipment,"Households having Kisan credit card with the credit limit of Rs.50,000 and above",HH without shelter,Destitute/ living on alms,Manual scavengers,Primitive tribal groups,Legally released bonded labourers,Only one room with kucha walls and kucha roof,No adult member between age 16 to 59,Female headed households with no adult male member between age 16 to 59,Disabled member and no able bodied adult member,SC/ST households,No literate adult above 25 years,Landless households deriving major part of their income from manual casual labour,Owned,Rented,Any Other,Total unirrigated land (in hectares),Total irrigated land (in hectares),Total other irrigated land (in hectares),"Less than Rs. 5,000","Between Rs. 5,000 and Rs 10,000","Rs. 10,000 or more",Cultivation,Manual Casual Labour,Part-time or Full-Time Domestic Service,Foraging Rag Picking,Non-agricultural Own Account Enterprise,Begging/Charity/ Alms collection,Others,Total Population,SC Population,ST Population,Male,Female,Transgender,0-5 Yrs,6-15 Yrs,16-25 Yrs,26-35 Yrs,36-45 Yrs,46-55 Yrs,56-65 Yrs,66-75 Yrs,Above 76 Yrs,Never Married,Currently Married,Widowed,Separated,Divorced,Illiterate,Below Primary,Primary,Middle,Secondary,Higher Secondary,Graduate or Above,Other,In Seeing,In Hearing,In Speech,In Movement,Mental Retardation,Mental Illness,Other Disability,Multipls Disability,No Disability
Total,940,7728,965,170,5411,1182,2199,185,590,46,55,15,21,0,170,0,0,0,2037,382,442,13,212,3104,4242,7659,25,44,2975.55,2984.68,628.33,6442,1099,185,1775,4967,49,1,188,173,575,31121,466,462,16042,15077,2,3158,6234,6990,4779,4379,2622,1629,959,371,14184,15228,1207,111,184,13185,3135,6277,5968,1423,585,526,22,56,25,47,103,43,29,49,48,30721
Village,Sex Ratio,Total Household,Excluded Household,Included household,Deprived Household,Zero Deprived Household,Household Owing Land,"Households with any member earning more than Rs. 10,000 p.m",Households with three or more rooms with pucca walls and pucca roof,Households owning 2.5 acres or more irrigated land with at least one irrigation equipment,Household owning 5 acres or more land irrigated for two or more crop seasons,Households owning 7.5 acres or more land with at least one irrigation equipment,"Households having Kisan credit card with the credit limit of Rs.50,000 and above",HH without shelter,Destitute/ living on alms,Manual scavengers,Primitive tribal groups,Legally released bonded labourers,Only one room with kucha walls and kucha roof,No adult member between age 16 to 59,Female headed households with no adult male member between age 16 to 59,Disabled member and no able bodied adult member,SC/ST households,No literate adult above 25 years,Landless households deriving major part of their income from manual casual labour,Owned,Rented,Any Other,Total unirrigated land (in hectares),Total irrigated land (in hectares),Total other irrigated land (in hectares),"Less than Rs. 5,000","Between Rs. 5,000 and Rs 10,000","Rs. 10,000 or more",Cultivation,Manual Casual Labour,Part-time or Full-Time Domestic Service,Foraging Rag Picking,Non-agricultural Own Account Enterprise,Begging/Charity/ Alms collection,Others,Total Population,SC Population,ST Population,Male,Female,Transgender,0-5 Yrs,6-15 Yrs,16-25 Yrs,26-35 Yrs,36-45 Yrs,46-55 Yrs,56-65 Yrs,66-75 Yrs,Above 76 Yrs,Never Married,Currently Married,Widowed,Separated,Divorced,Illiterate,Below Primary,Primary,Middle,Secondary,Higher Secondary,Graduate or Above,Other,In Seeing,In Hearing,In Speech,In Movement,Mental Retardation,Mental Illness,Other Disability,Multipls Disability,No Disability
Dadpur,987,1702,163,70,1293,176,431,26,78,8,4,0,17,1,69,0,0,0,488,88,107,32,4,902,983,1659,4,38,800.01,249.51,83.07,1335,341,26,281,1191,9,0,28,69,124,6478,23,0,3259,3218,1,746,1405,1523,899,804,539,300,184,78,2986,3187,223,21,44,3365,852,1063,740,306,110,42,0,157,38,9,40,9,16,10,10,6189
Purbagopinathpur,1034,242,61,8,120,53,124,2,38,0,1,2,3,0,8,0,0,0,46,6,13,4,0,51,95,241,1,0,116.98,49.58,13.80,212,28,2,88,125,0,2,11,8,8,1076,0,0,529,547,0,116,242,245,142,144,97,49,25,16,524,496,44,2,7,320,205,271,180,40,21,38,1,7,9,0,3,9,5,2,2,1039
Mukundapur,1026,155,12,0,133,10,17,0,10,0,0,0,0,0,0,0,0,0,60,5,10,0,36,56,121,154,0,1,0.00,15.55,0.00,132,23,0,3,137,0,0,1,0,14,776,46,134,383,393,0,95,179,138,115,90,78,52,26,3,361,372,33,3,0,339,211,113,80,25,6,2,0,6,0,0,2,0,0,1,1,766
Chutipur,929,1372,193,12,1007,160,325,11,104,5,7,2,35,0,12,0,0,0,473,77,80,4,32,548,829,1353,3,16,412.73,304.17,275.78,1257,104,11,276,996,1,0,15,13,71,5236,7,130,2714,2522,0,534,1000,1189,844,660,451,325,164,69,2332,2618,177,14,27,2248,448,1239,898,238,71,89,5,22,17,13,10,22,11,23,11,5107
Daulatabad,936,1514,372,12,900,230,330,100,234,29,11,11,7,0,12,0,0,0,314,62,67,3,224,415,612,1490,9,15,673.24,573.30,192.90,1106,306,100,386,765,25,0,21,13,304,6167,624,371,3184,2981,2,522,1192,1258,998,915,653,328,217,84,2622,3176,261,25,13,1815,577,1352,1212,641,323,215,32,18,6,7,30,6,0,22,7,6071
Selamatpur,962,2096,290,52,1341,413,686,8,91,19,125,4,4,0,52,0,0,0,437,111,114,3,40,842,942,2089,2,5,13073.40,13927.32,749.22,1908,180,8,875,1069,16,0,20,52,64,8483,0,168,4323,4160,0,1047,1803,1876,1227,939,668,536,281,106,3803,4184,255,31,17,3810,1064,2071,920,438,129,50,1,13,12,20,39,24,10,9,1,8355
Gangaprasad,898,125,19,3,83,20,35,4,11,0,0,0,6,0,3,0,0,0,22,11,6,9,0,55,55,124,0,1,24.76,2.75,0.61,113,8,4,31,73,0,0,1,3,17,501,0,0,264,237,0,43,117,100,65,69,41,30,30,6,226,251,18,0,3,186,37,136,70,38,18,15,1,41,5,0,2,0,0,0,3,450
Total,959,7206,1110,157,4877,1062,1948,151,566,61,148,19,72,1,156,0,0,0,1840,360,397,55,336,2869,3637,7110,19,76,15101.12,15122.18,1315.38,6063,990,151,1940,4356,51,2,97,158,602,28717,700,803,14656,14058,3,3103,5938,6329,4290,3621,2527,1620,927,362,12854,14284,1011,96,111,12083,3394,6245,4100,1726,678,451,40,264,87,49,126,70,42,67,35,27977
Village,Sex Ratio,Total Household,Excluded Household,Included household,Deprived Household,Zero Deprived Household,Household Owing Land,"Households with any member earning more than Rs. 10,000 p.m",Households with three or more rooms with pucca walls and pucca roof,Households owning 2.5 acres or more irrigated land with at least one irrigation equipment,Household owning 5 acres or more land irrigated for two or more crop seasons,Households owning 7.5 acres or more land with at least one irrigation equipment,"Households having Kisan credit card with the credit limit of Rs.50,000 and above",HH without shelter,Destitute/ living on alms,Manual scavengers,Primitive tribal groups,Legally released bonded labourers,Only one room with kucha walls and kucha roof,No adult member between age 16 to 59,Female headed households with no adult male member between age 16 to 59,Disabled member and no able bodied adult member,SC/ST households,No literate adult above 25 years,Landless households deriving major part of their income from manual casual labour,Owned,Rented,Any Other,Total unirrigated land (in hectares),Total irrigated land (in hectares),Total other irrigated land (in hectares),"Less than Rs. 5,000","Between Rs. 5,000 and Rs 10,000","Rs. 10,000 or more",Cultivation,Manual Casual Labour,Part-time or Full-Time Domestic Service,Foraging Rag Picking,Non-agricultural Own Account Enterprise,Begging/Charity/ Alms collection,Others,Total Population,SC Population,ST Population,Male,Female,Transgender,0-5 Yrs,6-15 Yrs,16-25 Yrs,26-35 Yrs,36-45 Yrs,46-55 Yrs,56-65 Yrs,66-75 Yrs,Above 76 Yrs,Never Married,Currently Married,Widowed,Separated,Divorced,Illiterate,Below Primary,Primary,Middle,Secondary,Higher Secondary,Graduate or Above,Other,In Seeing,In Hearing,In Speech,In Movement,Mental Retardation,Mental Illness,Other Disability,Multipls Disability,No Disability
Muliarazi,826,248,26,0,168,54,77,2,14,1,1,0,1,0,0,0,0,0,70,13,9,0,0,83,122,245,0,3,88.43,88.43,0.33,220,26,2,48,144,0,0,0,0,56,1072,0,0,587,485,0,124,245,231,164,160,64,40,32,12,522,522,20,1,3,305,194,372,109,62,22,8,0,2,0,3,0,3,2,9,0,1053
Garabasa,981,275,28,8,229,10,46,11,20,8,3,0,2,0,8,0,0,0,60,7,9,1,0,167,199,275,0,0,2.66,80.15,0.00,256,8,11,38,207,0,0,0,8,22,1264,0,0,638,626,0,167,261,281,173,158,116,70,23,15,569,638,42,3,3,778,44,149,207,49,25,12,0,2,2,3,4,0,0,1,7,1245
Balia Danga,968,301,17,4,242,38,51,1,8,0,0,0,2,0,4,0,0,0,62,14,11,0,0,113,222,301,0,0,61.26,53.94,6.24,280,20,1,33,261,0,0,0,4,3,1238,0,0,629,609,0,154,258,270,158,176,94,78,39,11,544,530,92,3,5,390,111,334,283,91,17,10,2,0,0,0,0,2,1,3,4,1228
Hanumanta Nagar,951,369,29,1,293,46,54,6,14,2,2,0,1,0,0,0,0,1,14,25,20,0,2,184,225,364,1,4,0.66,41.61,0.00,272,90,6,44,243,0,0,20,0,62,1526,0,2,782,744,0,194,313,338,215,217,129,80,27,13,679,791,47,5,2,707,50,375,344,31,12,7,0,4,1,1,6,5,0,8,1,1500
Maharajpur,986,349,99,5,214,31,81,40,69,5,9,0,1,0,5,0,0,0,29,12,14,2,9,115,174,346,0,3,6.29,135.44,0.66,231,78,40,37,200,0,0,20,5,87,1541,53,0,776,765,0,142,313,341,249,215,151,75,40,15,671,781,64,5,6,622,48,213,422,114,76,45,1,7,2,2,4,2,3,4,5,1512
Jhanjha,1008,241,16,4,160,61,82,1,10,0,0,0,0,0,4,0,0,0,57,13,21,1,5,74,122,235,1,5,79.85,73.19,6.66,233,7,1,64,140,0,0,0,4,33,984,0,19,490,494,0,127,220,203,157,124,65,54,23,11,461,464,45,3,5,328,21,349,229,46,10,1,0,0,0,1,2,3,1,0,1,976
Purandarpur,964,879,80,11,642,146,186,10,47,1,2,0,5,0,11,0,0,0,151,44,46,1,0,327,513,869,2,8,189.75,152.65,158.44,801,68,10,130,659,0,0,11,11,68,3766,0,0,1918,1848,0,497,860,795,502,499,330,172,82,29,1789,1808,115,5,17,1214,459,943,822,247,50,29,2,7,4,5,3,5,6,4,7,3725
Ruhia,920,662,131,6,444,81,157,59,88,6,0,0,2,0,6,0,0,0,103,16,25,3,43,198,389,661,0,1,90.46,131.04,94.32,430,173,59,108,415,3,0,9,6,121,2934,77,130,1528,1406,0,295,639,622,519,393,246,128,71,21,1327,1363,94,8,9,950,200,531,826,199,94,129,5,1,1,3,3,5,8,4,24,2885
Kulbaria,967,1371,258,6,944,163,283,44,134,32,21,11,14,0,6,0,0,0,219,46,73,1,199,489,784,1343,8,20,2628.52,2527.41,604.40,842,485,44,159,921,10,0,41,7,233,5600,583,408,2847,2753,0,587,1172,1286,927,752,460,249,113,54,2508,2814,197,20,18,2080,326,1278,1408,291,142,65,10,4,6,6,11,13,5,9,6,5540
Muli,871,60,2,0,58,0,7,0,0,0,0,0,0,0,0,0,0,0,42,2,2,0,48,8,51,60,0,0,102.37,0.00,0.00,59,1,0,1,59,0,0,0,0,0,305,0,247,163,142,0,56,69,70,44,23,19,18,4,2,153,130,9,13,0,0,12,216,15,0,0,0,62,2,5,2,3,0,4,1,1,287
Harirampur,934,471,69,23,306,73,121,6,40,8,5,4,4,0,23,0,0,0,137,22,20,1,0,113,262,463,3,5,286.77,235.85,109.04,428,37,6,105,305,2,0,4,23,32,1936,0,0,1001,935,0,261,425,415,296,219,128,106,65,21,878,916,72,5,12,372,281,593,470,158,41,21,0,7,12,5,1,1,1,12,9,1888
Gauripur,923,811,113,46,523,129,214,19,60,4,6,0,1,0,46,0,0,0,57,19,21,3,7,299,462,811,0,0,32.41,343.67,171.99,687,105,19,184,526,0,0,25,47,29,3384,8,21,1760,1624,0,332,688,734,504,484,339,177,83,43,1480,1708,131,15,9,1264,267,670,767,232,89,94,1,4,1,4,5,8,2,10,22,3328
Benidaspur,985,657,63,35,438,121,193,7,26,4,2,2,9,0,35,0,0,0,154,21,23,5,0,278,320,639,3,15,107.94,146.08,11.27,623,27,7,169,365,0,0,1,35,87,2723,0,0,1372,1351,0,349,541,661,351,318,258,125,93,27,1198,1356,99,14,3,1223,209,734,410,96,39,12,0,18,12,3,20,11,4,1,4,2650
Total,951,6694,931,149,4661,953,1552,206,530,71,51,17,42,0,148,0,0,1,1155,254,294,18,313,2448,3845,6612,18,64,3677.37,4009.46,1163.35,5362,1125,206,1120,4445,15,0,131,150,833,28273,721,827,14491,13782,0,3285,6004,6247,4259,3738,2399,1372,695,274,12779,13821,1027,100,92,10233,2222,6757,6312,1616,617,433,83,58,46,38,62,58,37,66,91,27817
Village,Sex Ratio,Total Household,Excluded Household,Included household,Deprived Household,Zero Deprived Household,Household Owing Land,"Households with any member earning more than Rs. 10,000 p.m",Households with three or more rooms with pucca walls and pucca roof,Households owning 2.5 acres or more irrigated land with at least one irrigation equipment,Household owning 5 acres or more land irrigated for two or more crop seasons,Households owning 7.5 acres or more land with at least one irrigation equipment,"Households having Kisan credit card with the credit limit of Rs.50,000 and above",HH without shelter,Destitute/ living on alms,Manual scavengers,Primitive tribal groups,Legally released bonded labourers,Only one room with kucha walls and kucha roof,No adult member between age 16 to 59,Female headed households with no adult male member between age 16 to 59,Disabled member and no able bodied adult member,SC/ST households,No literate adult above 25 years,Landless households deriving major part of their income from manual casual labour,Owned,Rented,Any Other,Total unirrigated land (in hectares),Total irrigated land (in hectares),Total other irrigated land (in hectares),"Less than Rs. 5,000","Between Rs. 5,000 and Rs 10,000","Rs. 10,000 or more",Cultivation,Manual Casual Labour,Part-time or Full-Time Domestic Service,Foraging Rag Picking,Non-agricultural Own Account Enterprise,Begging/Charity/ Alms collection,Others,Total Population,SC Population,ST Population,Male,Female,Transgender,0-5 Yrs,6-15 Yrs,16-25 Yrs,26-35 Yrs,36-45 Yrs,46-55 Yrs,56-65 Yrs,66-75 Yrs,Above 76 Yrs,Never Married,Currently Married,Widowed,Separated,Divorced,Illiterate,Below Primary,Primary,Middle,Secondary,Higher Secondary,Graduate or Above,Other,In Seeing,In Hearing,In Speech,In Movement,Mental Retardation,Mental Illness,Other Disability,Multipls Disability,No Disability
Char Narayanpur,834,64,2,0,61,1,18,0,1,0,0,0,0,0,0,0,0,0,13,1,0,0,49,24,42,63,0,1,0.00,11.82,0.33,59,5,0,11,51,1,0,0,0,1,299,243,0,163,136,0,31,66,69,47,26,25,16,14,5,135,146,9,2,1,122,48,44,71,10,4,0,0,4,0,0,0,0,0,0,0,295
Fate Singdiar,930,828,123,2,647,56,25,54,38,9,25,9,9,0,2,0,0,0,134,19,27,3,498,149,422,810,10,8,39000.00,30000.00,30000.00,533,241,54,198,459,12,0,30,2,127,3835,2616,3,1987,1848,0,304,737,884,648,518,364,209,133,38,1677,1915,189,7,4,949,761,1146,631,229,63,51,5,8,2,1,8,0,2,1,0,3813
Belia Khari,912,399,66,6,219,108,153,12,35,2,0,0,1,0,6,0,0,0,3,15,13,0,95,44,183,393,0,6,94.22,93.48,1.41,345,42,12,24,251,3,0,73,6,42,1765,437,1,923,842,0,114,329,315,338,287,151,135,66,30,663,699,51,1,0,467,153,346,590,127,57,22,3,12,4,3,17,1,2,22,14,1690
Ajodhya Nagar (P) (CT),989,2155,664,9,1336,146,33,359,333,1,1,0,2,0,9,0,0,0,302,32,78,2,455,314,1242,2026,119,10,52.51,35.42,32.41,1509,287,359,39,1310,94,0,98,9,605,9590,2454,27,4819,4767,4,747,1672,2126,1759,1347,935,576,291,137,4040,4779,436,30,33,1760,1357,2042,2264,966,551,612,38,7,5,1,9,1,6,3,3,9555
Pashchim Narayanpur,935,184,33,0,110,41,0,20,16,0,0,0,1,0,0,0,0,0,42,5,3,0,40,49,32,183,1,0,0.00,0.00,0.00,100,64,20,93,33,1,0,2,0,55,836,229,4,432,404,0,72,162,176,167,107,77,44,15,16,330,474,23,0,0,291,98,221,127,62,21,16,0,0,0,0,0,0,0,0,0,836
Char Begpur,1016,282,16,2,263,1,108,5,11,1,1,0,0,0,2,0,0,0,54,7,22,0,253,50,130,281,0,1,19.51,58.77,2.17,265,12,5,36,191,5,0,18,2,30,1238,1198,0,614,624,0,104,273,246,215,150,99,89,40,22,556,530,78,5,1,367,109,309,377,46,23,7,0,3,5,2,12,3,2,7,2,1202
Bairgachhi,934,2193,430,26,1562,175,173,195,245,2,1,0,6,0,24,2,0,0,514,57,78,8,469,617,1339,2020,9,164,8.27,165.92,11.30,1475,523,195,251,1481,53,0,50,25,333,9344,2249,28,4831,4513,0,760,1686,1946,1713,1314,962,555,281,127,3928,4810,456,50,16,3636,493,2155,1824,695,323,211,7,44,11,8,43,9,23,17,18,9171
Haridasmati (CT),926,1644,408,0,1085,151,12,228,136,0,0,1,5,0,0,0,0,0,350,56,75,1,369,187,1004,1608,34,2,35.78,0.10,0.10,1153,263,228,12,1052,8,0,65,0,507,7483,1476,23,3884,3596,3,474,1349,1501,1298,1104,787,523,310,137,2929,3577,396,25,15,904,679,1591,2262,1072,526,388,61,5,1,4,9,2,1,0,2,7459
Total,948,7749,1742,45,5283,679,522,873,815,15,28,10,24,0,43,2,0,0,1412,192,296,14,2228,1434,4394,7384,173,192,39210.29,30365.51,30047.72,5439,1437,873,664,4828,177,0,336,44,1700,34390,10902,86,17653,16730,7,2606,6274,7263,6185,4853,3400,2147,1150,512,14258,16930,1638,120,70,8496,3698,7854,8146,3207,1568,1307,114,83,28,19,98,16,36,50,39,34021
Village,Sex Ratio,Total Household,Excluded Household,Included household,Deprived Household,Zero Deprived Household,Household Owing Land,"Households with any member earning more than Rs. 10,000 p.m",Households with three or more rooms with pucca walls and pucca roof,Households owning 2.5 acres or more irrigated land with at least one irrigation equipment,Household owning 5 acres or more land irrigated for two or more crop seasons,Households owning 7.5 acres or more land with at least one irrigation equipment,"Households having Kisan credit card with the credit limit of Rs.50,000 and above",HH without shelter,Destitute/ living on alms,Manual scavengers,Primitive tribal groups,Legally released bonded labourers,Only one room with kucha walls and kucha roof,No adult member between age 16 to 59,Female headed households with no adult male member between age 16 to 59,Disabled member and no able bodied adult member,SC/ST households,No literate adult above 25 years,Landless households deriving major part of their income from manual casual labour,Owned,Rented,Any Other,Total unirrigated land (in hectares),Total irrigated land (in hectares),Total other irrigated land (in hectares),"Less than Rs. 5,000","Between Rs. 5,000 and Rs 10,000","Rs. 10,000 or more",Cultivation,Manual Casual Labour,Part-time or Full-Time Domestic Service,Foraging Rag Picking,Non-agricultural Own Account Enterprise,Begging/Charity/ Alms collection,Others,Total Population,SC Population,ST Population,Male,Female,Transgender,0-5 Yrs,6-15 Yrs,16-25 Yrs,26-35 Yrs,36-45 Yrs,46-55 Yrs,56-65 Yrs,66-75 Yrs,Above 76 Yrs,Never Married,Currently Married,Widowed,Separated,Divorced,Illiterate,Below Primary,Primary,Middle,Secondary,Higher Secondary,Graduate or Above,Other,In Seeing,In Hearing,In Speech,In Movement,Mental Retardation,Mental Illness,Other Disability,Multipls Disability,No Disability
Sibpur,941,978,255,1,682,40,30,74,86,0,0,0,0,0,1,0,0,0,280,28,46,5,368,131,614,961,8,9,9.41,27.37,2.54,810,94,74,18,743,6,0,67,1,143,4128,1140,597,2127,2001,0,306,745,941,708,632,399,202,148,47,1789,2023,218,28,3,738,637,1091,967,398,192,103,2,7,2,1,33,1,5,0,6,4073
Janmahammadpur,939,1830,340,25,1173,292,672,76,127,13,5,0,8,0,25,0,0,0,435,56,83,22,354,439,771,1797,5,28,226.05,361.89,61.47,1583,171,76,223,1213,8,7,51,25,303,7756,1584,396,4000,3756,0,802,1461,1859,1194,1031,732,388,196,93,3000,3372,287,107,25,1950,1021,1871,1875,627,258,138,16,54,43,11,34,10,7,69,18,7510
Madapur,953,613,83,1,420,109,57,26,44,1,0,2,2,0,1,0,0,0,90,15,27,2,150,214,270,605,0,8,1711.31,50.14,1.07,568,19,26,244,300,1,0,4,1,63,2885,134,562,1477,1408,0,306,583,625,480,391,235,159,83,23,1344,1365,115,4,6,1268,516,444,311,230,73,41,2,9,4,2,6,2,1,3,2,2856
Usta,950,1501,90,38,1241,132,195,18,39,1,4,0,1,0,38,0,0,0,633,76,57,2,31,620,1077,1455,4,42,359.72,447.08,35.65,1406,77,18,155,1157,9,0,3,38,139,6112,70,64,3135,2977,0,703,1258,1313,923,732,548,355,204,76,2725,3039,176,14,14,2588,734,1229,1008,374,113,61,5,17,11,5,9,5,4,31,9,6021
Nagpara,966,919,395,21,457,46,48,242,274,3,4,2,1,0,21,0,0,0,165,12,17,0,150,72,410,899,11,9,138.24,95.68,30.85,512,149,242,33,471,5,5,95,21,289,3788,863,181,1926,1861,1,228,590,759,682,617,475,270,116,51,1538,2044,142,18,4,650,468,675,901,457,298,330,9,0,2,5,4,4,5,2,3,3763
Hati Nagar,945,2047,434,22,1396,195,457,81,139,10,4,4,8,0,22,0,0,0,457,69,83,3,622,630,1105,1996,6,45,163.30,358.16,40.93,1767,199,81,205,1401,15,0,74,25,327,8348,2478,578,4292,4056,0,783,1553,1872,1336,1213,754,425,286,126,3608,4266,342,60,7,2921,869,1677,1595,760,341,164,21,17,8,13,35,12,3,17,21,8222
Total,947,7888,1597,108,5369,814,1459,517,709,28,17,8,20,0,108,0,0,0,2060,256,313,34,1675,2106,4247,7713,34,141,2608.03,1340.32,172.51,6646,709,517,878,5285,44,12,294,111,1264,33017,6269,2378,16957,16059,1,3128,6190,7369,5323,4616,3143,1799,1033,416,14004,16109,1280,231,59,10115,4245,6987,6657,2846,1275,837,55,104,70,37,121,34,25,122,59,32445
Village,Sex Ratio,Total Household,Excluded Household,Included household,Deprived Household,Zero Deprived Household,Household Owing Land,"Households with any member earning more than Rs. 10,000 p.m",Households with three or more rooms with pucca walls and pucca roof,Households owning 2.5 acres or more irrigated land with at least one irrigation equipment,Household owning 5 acres or more land irrigated for two or more crop seasons,Households owning 7.5 acres or more land with at least one irrigation equipment,"Households having Kisan credit card with the credit limit of Rs.50,000 and above",HH without shelter,Destitute/ living on alms,Manual scavengers,Primitive tribal groups,Legally released bonded labourers,Only one room with kucha walls and kucha roof,No adult member between age 16 to 59,Female headed households with no adult male member between age 16 to 59,Disabled member and no able bodied adult member,SC/ST households,No literate adult above 25 years,Landless households deriving major part of their income from manual casual labour,Owned,Rented,Any Other,Total unirrigated land (in hectares),Total irrigated land (in hectares),Total other irrigated land (in hectares),"Less than Rs. 5,000","Between Rs. 5,000 and Rs 10,000","Rs. 10,000 or more",Cultivation,Manual Casual Labour,Part-time or Full-Time Domestic Service,Foraging Rag Picking,Non-agricultural Own Account Enterprise,Begging/Charity/ Alms collection,Others,Total Population,SC Population,ST Population,Male,Female,Transgender,0-5 Yrs,6-15 Yrs,16-25 Yrs,26-35 Yrs,36-45 Yrs,46-55 Yrs,56-65 Yrs,66-75 Yrs,Above 76 Yrs,Never Married,Currently Married,Widowed,Separated,Divorced,Illiterate,Below Primary,Primary,Middle,Secondary,Higher Secondary,Graduate or Above,Other,In Seeing,In Hearing,In Speech,In Movement,Mental Retardation,Mental Illness,Other Disability,Multipls Disability,No Disability
Nutanpara,979,313,21,2,235,55,83,1,7,2,0,0,5,0,2,0,0,0,81,16,17,1,1,99,185,306,2,5,1.83,61.86,0.00,305,7,1,48,236,0,0,0,2,27,1215,0,6,614,601,0,109,268,258,180,171,105,62,46,16,569,576,41,3,8,354,192,301,259,61,29,14,5,1,0,2,4,0,1,0,0,1207
Garamgari,915,380,21,4,313,42,74,3,7,0,1,0,2,0,4,0,0,0,150,32,34,0,0,242,255,380,0,0,83.97,48.99,35.31,362,15,3,73,266,0,0,0,4,37,1486,0,0,776,710,0,185,340,292,220,174,120,88,56,11,732,675,57,3,7,839,5,223,268,90,31,30,0,0,0,0,0,1,0,0,0,1485
Habipur,864,146,21,0,117,8,20,0,0,0,0,0,0,0,0,0,0,0,23,2,8,1,36,73,100,146,0,0,0.58,6.65,0.16,145,1,0,23,118,0,0,0,0,5,576,195,0,309,267,0,72,128,142,86,64,57,20,5,2,281,277,15,0,0,275,42,141,82,28,6,1,1,7,1,1,20,2,2,3,0,540
Kaladanga,947,2100,271,71,1481,277,510,32,172,15,19,6,13,0,71,0,0,0,415,95,119,4,14,837,1171,2083,11,6,930.01,949.02,307.92,1705,363,32,392,1374,21,0,96,71,146,8446,55,0,4337,4109,0,929,1683,1928,1364,1018,707,457,270,90,3899,4097,309,24,50,3500,1025,1801,1527,356,124,108,5,21,8,11,25,18,2,11,23,8327
Charislampur,1078,29,3,0,21,5,4,0,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,8,20,29,0,0,0.00,2.16,0.00,23,6,0,1,21,0,0,3,0,4,133,0,0,64,69,0,11,33,36,12,17,15,6,3,0,68,64,0,0,1,53,24,22,23,3,6,2,0,0,0,0,0,0,0,0,0,133
Dhanaipur,1019,530,93,13,276,148,199,6,63,5,0,0,2,0,13,0,0,0,56,33,47,2,1,149,139,529,1,0,18.97,136.40,2.23,478,46,6,256,178,6,1,23,13,53,2094,5,0,1037,1057,0,175,455,459,313,304,169,119,81,19,964,953,86,4,14,701,63,391,654,177,72,32,4,15,7,3,37,4,7,34,5,1982
Baliharpur,926,167,9,1,150,7,41,2,6,1,0,0,0,0,1,0,0,0,17,10,8,0,107,28,112,167,0,0,1.00,17.53,1.66,162,3,2,18,141,0,0,0,1,7,676,426,0,351,325,0,108,112,168,91,74,74,25,19,5,312,333,22,3,0,148,79,181,195,51,16,6,0,0,0,0,17,1,2,0,0,656
Char Harharia,885,54,6,0,42,6,21,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,36,21,54,0,0,14.89,0.00,0.00,24,30,0,24,30,0,0,0,0,0,245,0,0,130,115,0,32,63,50,42,22,19,9,6,2,127,104,5,0,6,120,7,47,55,15,1,0,0,0,0,0,1,0,2,0,0,242
Nidhi Nagar Sarsabad,955,1425,112,8,1154,151,211,14,66,7,0,0,4,0,8,0,0,0,98,82,92,1,82,560,1037,1420,3,2,118.36,111.07,13.67,1292,119,14,185,1188,2,0,1,8,41,5994,252,48,3066,2927,1,652,1302,1376,871,714,489,303,197,90,2844,2822,204,28,30,2212,575,1086,1539,307,128,65,82,9,4,6,13,5,4,3,7,5943
Madanpur,939,1063,177,0,719,167,308,33,45,1,2,0,32,0,0,0,0,0,214,55,68,7,5,164,602,1047,6,10,90.74,186.45,50.00,901,129,33,155,748,4,1,9,0,146,4134,0,16,2132,2002,0,431,832,990,620,525,337,210,137,52,1918,1951,160,19,19,725,1149,1267,614,167,114,98,0,23,11,11,32,6,4,26,10,4011
Ruharpara,953,268,29,4,208,27,40,11,9,0,1,0,0,0,4,0,0,0,49,20,19,4,0,34,193,265,1,2,44.03,40.00,5.42,244,13,11,5,225,2,0,0,4,32,1041,0,0,533,508,0,97,211,220,161,141,97,47,50,17,467,517,37,4,7,118,150,389,246,79,26,33,0,7,2,4,5,3,0,10,4,1006
Total,951,6475,763,103,4716,893,1511,102,384,31,23,6,58,0,103,0,0,0,1106,346,414,20,246,2230,3835,6426,24,25,1304.38,1560.13,416.37,5641,732,102,1180,4525,35,2,132,103,498,26040,933,70,13349,12690,1,2801,5427,5919,3960,3224,2189,1346,870,304,12181,12369,936,88,142,9045,3311,5849,5462,1334,553,389,97,83,33,38,154,40,24,87,49,25532
